#OTU ID,16SNODNA,16SPCRNC,16SPOST05801,16SPOST05802,16SPOST05803,16SPOST05804,16SPOST05805,16SPOST05806,16SPOST05807,16SPOST05808,16SPOST05809,16SPOST05810,16SPOST05811,16SPOST05812,16SPOST60101,16SPOST60102,16SPOST60103,16SPOST60104,16SPOST60105,16SPOST60106,16SPOST60107,16SPOST60108,16SPOST60109,16SPOST60110,16SPOST60111,16SPOST60112,16SPOST60301,16SPOST60302,16SPOST60303,16SPOST60304,16SPOST60305,16SPOST60306,16SPOST60307,16SPOST60308,16SPOST60309,16SPOST60310,16SPOST60311,16SPOST60312,16SPRE05801,16SPRE05802,16SPRE05803,16SPRE05804,16SPRE05805,16SPRE05806,16SPRE05807,16SPRE05808,16SPRE05809,16SPRE05810,16SPRE05811,16SPRE05812,16SPRE60101,16SPRE60102,16SPRE60103,16SPRE60104,16SPRE60105,16SPRE60106,16SPRE60107,16SPRE60108,16SPRE60109,16SPRE60110,16SPRE60111,16SPRE60112,16SPRE60301,16SPRE60302,16SPRE60303,16SPRE60304,16SPRE60305,16SPRE60306,16SPRE60307,16SPRE60308,16SPRE60309,16SPRE60310,16SPRE60311,16SPRE60312,Consensus Lineage
Otu4184,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
Otu750,9,35,215,3,2,0,0,0,0,3,1,6,5,3,0,2,2,53,32,10,53,1,6,39,8,8,20,7,0,2,6,8,2,19,20,8,26,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
Otu207,3,0,52,29,23,3,0,16,11,3,2,10,20,19,1,0,7,5,2,8,0,10,35,0,5,4,6,7,0,2,0,0,0,0,1,0,0,0,32,60,23,23,8,20,24,14,42,38,19,42,20,4,44,25,46,7,30,72,74,54,57,19,22,7,78,159,62,3,147,41,33,30,75,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__xylanilytica
Otu12,7,0,1023,700,548,309,115,943,402,130,450,157,547,259,51,68,240,155,431,309,67,204,308,244,243,121,143,144,113,49,48,15,3,13,229,226,115,1,1082,1091,356,610,59,970,678,164,480,529,464,600,119,2,109,114,381,138,216,152,109,172,150,53,308,236,378,187,37,82,26,81,196,162,137,61,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
Otu27,8,0,818,698,604,343,642,451,393,349,298,245,436,237,22,202,179,51,246,241,2,207,281,111,197,257,80,115,6,60,11,8,0,0,72,114,4,0,803,731,463,437,458,423,458,385,581,494,382,349,460,179,655,566,588,429,541,638,486,511,723,619,679,591,464,564,232,326,605,512,540,948,1897,312,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu44,80,4,1965,1066,305,241,83,424,330,173,532,302,193,222,3,14,43,1,47,65,3,18,18,19,15,30,29,45,40,8,8,2,1,0,21,111,1,3,509,848,210,340,205,184,318,110,916,396,171,194,75,47,76,82,291,87,88,110,78,67,114,154,161,129,155,300,68,193,103,64,63,200,139,146,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
Otu5039,23,0,31,4,2,2,4,26,12,11,26,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,7,13,0,3,0,0,17,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
Otu9,16,0,231,373,192,70,114,191,253,105,95,89,127,97,452,326,781,2502,1378,389,61,2842,481,2594,6340,5948,239,97,35,248,622,184,3,34,313,182,68,288,207,135,84,105,99,172,63,110,63,150,72,103,64,12,44,81,84,52,97,99,90,105,260,324,279,200,257,198,107,107,106,70,121,262,218,70,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
Otu1596,7,0,3,0,0,0,5,7,2,3,7,2,1,0,0,6,1,9,4,5,0,5,12,0,1,5,4,8,1,0,9,0,0,0,4,10,0,0,1,6,4,0,0,5,0,0,7,0,0,0,8,0,4,15,7,8,26,12,8,2,24,28,6,9,5,5,3,2,2,10,14,12,8,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu6,1,0,428,1575,86,607,673,1018,254,301,796,607,86,194,1244,966,2082,3458,2165,1533,9455,1508,5666,7273,2147,1650,1446,406,11639,795,4082,1180,198,2656,1804,1066,1476,1669,181,231,54,120,101,315,108,89,57,66,92,70,82,22,20,38,59,53,22,48,41,124,96,49,42,86,39,13,21,68,14,30,8,39,63,27,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
Otu242,10,0,44,100,73,94,46,35,34,54,21,40,10,17,5,7,11,14,24,7,7,14,6,5,22,4,8,10,30,0,5,6,0,2,36,7,11,0,103,148,40,60,33,92,76,29,33,30,71,54,6,0,7,4,8,7,3,0,3,4,17,6,6,7,9,2,5,7,0,5,11,2,16,5,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
Otu414,8,0,41,45,4,20,30,24,38,19,19,36,43,11,2,7,8,4,5,4,0,6,10,0,4,17,11,21,0,1,0,0,0,1,6,0,0,0,65,66,29,27,9,31,9,12,15,24,27,22,59,3,69,54,61,79,39,102,108,78,59,44,107,74,65,106,55,12,30,48,57,82,112,33,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
Otu843,12,0,3,45,2,12,3,19,18,13,20,6,78,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,6,0,4,3,1,32,8,9,6,1,8,0,1,3,4,2,0,42,2,2,3,2,1,1,1,3,10,0,0,0,3,2,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
Otu43,12,0,538,541,183,228,298,286,244,207,205,301,316,251,36,247,223,36,368,354,2,160,348,83,152,195,177,215,18,58,10,36,1,1,154,41,0,1,584,852,384,390,392,586,229,470,300,385,286,567,611,110,735,621,1049,502,887,763,654,568,1074,493,789,615,433,497,466,606,318,389,423,1152,1121,458,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
Otu8445,5,4,19,18,14,3,18,21,10,9,5,6,10,2,0,1,4,37,8,3,0,4,7,3,2,10,2,6,0,1,0,2,0,1,5,17,0,0,4,1,1,2,8,4,2,2,2,8,2,4,0,241,7,1,1,3,5,5,5,2,4,15,10,4,20,23,12,14,46,14,2,52,69,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
Otu625,12,0,48,57,21,22,23,39,19,16,1,7,39,6,0,0,0,0,4,3,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,5,0,0,37,23,20,22,19,16,6,18,27,23,49,4,9,11,15,12,2,9,3,5,7,8,4,36,4,16,5,10,9,9,4,21,7,26,134,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu329,14,0,147,159,46,18,68,45,78,21,19,40,103,60,8,28,21,27,40,33,1,56,43,17,36,84,12,15,1,5,0,0,0,1,5,0,0,0,108,252,32,49,27,63,40,18,44,95,65,83,34,8,40,65,91,29,94,116,222,87,86,57,52,45,140,200,70,20,260,104,84,47,276,37,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
Otu389,71,67,3,3,2,3,2,2,1,1,3,2,1,3,0,1,12,12,13,2,31,2,1,32,5,6,1,3,60,5,21,3,72,9,1,19,77,34,7,3,0,2,2,2,7,13,1,3,2,4,1,3,1,3,5,0,2,2,2,2,1,5,0,1,0,0,1,32,2,2,3,3,3,62,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
Otu20,7,0,33,91,62,75,119,273,259,447,104,883,10,221,9,221,503,12,332,194,1,65,264,3,85,66,618,1291,1,236,36,65,0,0,269,169,0,0,59,143,43,21,263,122,13,322,2,144,17,183,62,25,126,85,135,227,47,15,11,32,206,195,852,690,37,117,592,2481,116,255,108,1657,520,61,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
Otu38,3,0,615,485,90,411,170,279,301,465,270,502,619,302,30,219,198,13,493,386,1,26,272,64,38,38,66,294,23,15,60,19,0,9,61,43,0,4,458,618,261,241,132,290,245,388,111,252,237,292,481,11,464,414,497,430,316,201,196,248,405,349,455,439,160,81,117,319,80,160,145,711,441,322,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu3221,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,4,2,1,3,0,0,1,0,4,7,0,2,0,2,0,3,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
Otu902,7,0,72,40,5,9,13,22,16,28,24,55,60,14,2,4,8,0,39,21,0,0,19,0,0,1,4,21,1,0,0,0,0,0,8,0,0,0,22,35,9,0,7,17,4,11,11,38,7,28,21,0,19,33,18,50,10,5,11,10,14,8,33,35,11,6,10,22,2,33,34,21,21,15,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu620,3,0,161,94,25,31,129,118,23,63,139,288,139,84,0,26,27,0,208,215,0,9,53,1,2,6,200,307,37,3,6,11,0,4,210,16,0,0,99,241,93,32,124,114,119,148,50,142,74,274,27,3,44,30,166,93,38,11,4,15,60,53,188,380,63,10,50,220,21,208,26,617,332,391,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
Otu109,15,0,132,97,16,46,60,98,91,46,38,57,62,80,7,33,42,10,46,67,0,22,61,15,7,21,78,40,0,28,0,1,1,0,23,8,0,0,152,239,94,67,34,38,36,47,87,91,22,38,42,43,63,100,131,151,94,75,128,68,83,48,155,185,197,196,173,42,296,277,265,120,675,110,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
Otu143,2,0,192,289,205,93,355,61,107,41,42,81,87,74,7,121,90,125,104,118,20,208,110,257,95,225,151,52,4,86,312,25,2,4,55,32,37,0,139,234,82,76,172,87,30,45,30,51,61,65,16,3,20,36,28,37,28,22,19,27,32,81,57,73,113,31,72,136,300,40,14,122,235,42,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Kribbella; s__
Otu90,4,0,170,274,37,25,63,51,59,117,90,106,61,96,6,18,33,8,108,86,0,36,87,4,7,26,47,97,2,12,0,1,0,0,3,0,0,0,57,106,60,131,16,42,27,13,62,65,32,84,48,0,59,59,87,140,68,77,88,61,85,125,84,149,56,98,62,84,26,31,50,162,45,72,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu457,7,0,44,4,6,2,29,9,9,0,5,2,25,3,5,12,26,4,81,62,3,12,24,0,6,3,54,18,0,9,0,1,0,0,20,0,0,0,9,11,6,8,3,10,0,0,30,16,14,16,18,0,19,23,92,35,35,17,13,10,47,6,94,48,45,39,17,20,16,27,28,70,44,18,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
Otu177,12,0,146,118,24,27,22,58,69,36,41,59,100,33,2,10,19,1,41,22,0,7,24,0,13,7,9,12,0,10,1,19,0,0,5,18,2,0,83,198,44,75,14,93,83,114,95,60,69,110,27,21,36,38,94,27,30,47,51,26,64,37,101,64,107,192,80,45,187,95,81,75,177,41,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hylemonella; s__
Otu3524,11,0,2,14,3,3,2,3,7,5,3,1,4,11,0,3,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,7,1,0,5,0,0,1,2,4,0,1,0,0,1,1,2,2,0,0,3,3,1,0,0,1,0,0,0,1,0,0,0,2,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
Otu3107,16,0,12,0,2,4,1,0,3,0,2,0,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,5,0,2,0,0,1,0,2,3,3,0,0,4,5,4,0,2,0,3,3,3,0,2,6,2,6,0,6,2,0,0,1,3,7,8,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
Otu444,7,0,106,8,5,11,50,35,23,5,3,9,69,12,0,3,4,0,0,1,0,1,10,0,3,1,42,12,0,7,1,4,0,0,4,0,0,0,34,64,19,22,14,32,6,2,34,27,28,21,9,4,14,12,23,44,34,38,31,23,17,28,175,75,168,126,61,9,163,76,88,52,129,24,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
Otu2652,4,0,0,0,0,0,0,2,4,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
Otu4239,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
Otu108,4,0,9,145,15,59,78,42,42,127,39,122,3,90,63,95,234,133,430,522,2,198,441,170,140,231,38,65,1,4,0,15,0,1,291,15,0,0,70,358,25,26,71,68,57,202,0,70,85,94,172,2,126,283,380,226,274,248,204,107,296,96,33,63,33,9,13,99,2,34,44,37,20,40,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
Otu7224,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
Otu4057,9,0,0,0,2,0,0,0,1,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__
Otu274,2,0,23,23,9,44,66,40,15,65,51,68,21,46,14,128,50,27,333,177,0,35,135,1,29,18,78,66,4,26,19,1,0,1,137,27,0,0,63,132,34,31,161,74,19,70,2,48,45,86,137,1,125,172,225,130,178,89,41,115,184,170,96,189,31,14,67,225,44,152,54,231,143,150,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
Otu357,8,0,27,20,15,7,30,16,17,1,0,5,17,10,3,10,8,1,13,18,1,11,21,1,6,12,17,21,4,2,0,1,1,0,12,1,0,0,63,39,33,13,14,36,6,5,14,22,35,17,18,2,26,28,63,29,29,57,46,39,43,21,74,51,109,75,24,6,119,50,57,37,159,6,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
Otu13143,3,0,2,31,15,17,2,1,1,1,4,3,0,2,0,1,2,0,1,1,0,0,1,0,11,1,0,0,0,0,3,1,1,0,0,0,0,0,10,90,14,20,0,1,2,0,0,38,1,0,2,0,3,0,0,1,0,0,0,0,3,2,1,2,1,0,0,0,0,0,0,2,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Amycolatopsis; s__
Otu322,3,0,72,29,18,14,35,27,30,12,28,15,27,18,9,56,30,11,113,60,5,29,61,18,17,76,21,35,0,14,1,4,5,0,19,1,0,0,80,70,22,24,16,39,26,8,71,32,52,26,74,4,58,89,153,52,112,211,123,85,108,40,174,105,310,225,94,36,268,136,148,129,203,22,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu73,19,0,1055,269,237,339,308,383,225,118,291,243,571,292,4,54,71,18,118,103,0,48,85,20,37,33,58,154,8,52,17,11,0,5,63,48,0,0,874,806,390,413,173,656,354,228,1099,356,480,343,124,127,253,207,244,291,144,201,183,156,298,235,672,596,456,554,266,324,500,397,528,857,1617,286,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu79,11,0,108,61,80,32,140,85,113,32,29,18,84,73,3,10,14,0,9,6,0,7,18,2,3,4,2,13,0,1,6,0,1,0,2,0,0,0,72,95,38,68,220,57,52,121,125,92,91,123,87,70,202,145,107,170,130,273,383,253,230,466,155,78,275,511,193,40,438,86,180,76,483,66,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__; s__
Otu6405,2,0,0,0,0,2,2,2,4,5,0,8,1,3,1,1,2,0,1,1,0,4,1,1,12,9,7,3,0,1,4,0,0,0,4,9,0,0,1,1,1,2,3,1,2,21,6,4,2,4,5,8,35,7,6,4,1,9,8,11,20,20,10,5,3,9,3,3,18,15,1,34,26,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
Otu1163,10,0,7,12,4,23,0,14,15,18,8,3,12,28,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,11,6,8,5,0,4,4,1,6,3,5,0,1,1,1,1,0,2,0,1,0,2,0,2,6,3,1,0,0,0,4,10,0,k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__
Otu119,1,0,183,277,376,134,336,203,144,121,110,131,128,90,3,10,24,4,40,118,1,24,12,26,4,7,24,49,0,35,0,2,0,0,55,26,0,6,198,171,181,129,699,84,76,146,125,229,138,128,33,90,75,41,62,91,40,29,20,53,97,352,211,311,171,85,141,142,103,160,90,268,764,105,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
Otu334,11,0,162,118,30,41,63,90,151,57,17,21,83,87,0,1,34,1,0,3,0,2,11,0,0,1,15,3,0,4,0,0,0,0,1,0,0,0,106,84,40,50,73,28,24,63,38,42,30,33,13,38,54,19,37,55,34,63,28,77,53,134,196,67,175,246,34,26,244,61,137,107,193,41,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
Otu1928,19,0,15,2,2,2,8,3,6,3,1,2,2,5,0,1,1,8,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,1,4,0,3,1,5,3,8,0,1,5,12,1,7,14,6,8,14,19,4,0,5,23,12,11,7,2,5,0,6,0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
Otu42,6,0,65,97,46,146,85,54,9,22,62,65,81,61,9,36,33,29,137,140,0,14,62,6,15,9,69,118,298,25,24,11,0,16,142,35,20,5,140,177,85,72,44,101,40,61,17,72,66,102,124,0,153,158,252,189,190,62,38,80,180,183,237,284,79,21,83,242,46,153,107,271,260,118,k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
Otu582,6,0,6,10,3,0,7,6,4,18,8,20,3,12,0,6,7,6,19,12,0,5,24,0,0,5,4,5,0,0,0,0,0,0,4,0,0,0,10,21,3,0,28,13,0,15,4,14,2,10,40,0,13,39,21,28,48,30,16,12,24,18,30,22,7,17,16,17,15,24,15,24,20,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu15,2,0,695,489,122,290,298,379,276,370,345,556,382,319,80,647,358,24,812,741,6,150,804,54,99,126,151,468,8,59,42,48,0,2,221,86,1,2,533,668,274,164,213,397,103,284,193,333,223,356,969,140,920,1205,1126,982,1291,694,767,778,1215,832,1021,936,435,225,387,720,308,529,440,1470,1173,736,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu342,8,0,986,236,3,1,1,1,133,33,0,52,56,434,1,0,8,0,5,1,0,3,1,1,2,10,1,0,0,4,0,2,0,0,0,0,6,0,36,183,13,46,1,3,391,8,11,77,84,273,5,0,1,4,9,7,4,0,7,2,1,7,6,3,66,33,14,1,57,48,77,9,32,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
Otu10970,1,1,182,225,30,163,116,139,94,144,94,190,118,171,28,89,68,12,166,141,0,42,182,27,13,35,85,167,28,31,43,17,0,0,83,19,0,0,202,353,88,78,58,275,45,85,56,88,109,187,194,9,214,298,422,299,291,311,1062,156,220,92,502,398,298,134,69,154,122,124,183,429,210,278,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu5,8,1,2984,2574,4409,847,7306,1439,1883,1212,1316,918,1455,795,60,357,574,413,536,653,4,717,616,292,646,767,179,347,29,214,84,115,0,37,215,613,1,5,1857,1819,1056,965,5866,938,938,1131,1348,1419,790,931,519,1001,769,753,865,751,676,724,609,665,1304,2554,2443,1970,1238,1889,2106,2084,2170,1740,1134,3937,5450,706,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__
Otu75,4,0,602,843,124,707,476,365,378,807,748,662,753,729,4,93,178,8,275,311,1,13,141,18,16,28,152,525,12,102,8,18,1,0,157,13,0,0,328,1012,300,211,76,516,370,535,205,432,84,479,102,1,166,112,163,333,73,81,181,38,161,113,361,431,225,129,196,384,81,231,195,539,533,357,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu233,8,0,276,214,87,39,121,171,374,82,96,128,28,296,0,32,105,0,27,93,2,3,40,12,8,7,28,120,3,9,0,33,0,0,18,33,0,0,92,256,118,26,17,38,18,70,29,98,43,37,32,64,97,42,61,166,35,14,10,11,56,50,110,87,68,35,29,131,59,75,74,447,119,52,k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
Otu714,3,0,1,1,14,10,15,10,2,3,10,26,0,3,2,11,33,29,36,26,1,7,86,23,26,17,28,21,0,2,4,2,0,0,65,17,0,0,12,6,7,4,0,5,9,6,0,7,4,9,3,0,3,7,6,7,27,10,1,7,23,9,10,28,5,0,2,3,15,8,10,9,14,23,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
Otu164,1,0,70,163,29,93,123,165,61,270,168,232,197,213,4,19,35,0,77,30,0,6,16,0,2,10,79,114,1,19,0,4,0,1,479,5,0,0,198,289,65,31,152,166,55,465,16,102,31,183,11,0,43,17,27,60,8,1,0,13,17,20,79,110,42,14,94,177,8,51,72,112,147,117,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu16473,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
Otu16,7,0,423,2232,678,747,883,1060,788,3092,1596,2223,301,1854,10,55,194,6,229,203,1,67,142,19,26,30,130,776,9,70,6,25,18,0,459,84,1,1,991,2150,969,245,966,1102,289,1593,360,971,156,1646,176,11,180,131,137,467,101,153,452,74,247,127,645,841,399,246,453,864,128,574,451,1237,1639,466,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
Otu599,1,0,139,24,4,0,4,12,78,18,6,8,14,78,0,28,3,2,17,25,0,5,28,9,7,12,1,7,0,0,0,0,0,0,0,0,0,0,8,4,2,1,2,0,10,12,25,6,12,10,31,15,45,19,56,20,48,123,114,187,206,63,18,24,21,139,22,14,26,6,24,16,30,6,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans
Otu1078,13,0,34,6,1,0,0,0,0,11,0,0,1,2,0,1,10,17,13,7,2,0,0,15,1,1,28,9,0,1,4,1,0,9,11,1,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
Otu5564,1,0,2,8,0,1,0,8,11,1,0,2,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,1,6,0,5,3,0,1,6,0,0,0,0,0,0,3,2,0,2,0,3,1,0,2,0,1,4,1,0,0,0,4,0,1,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
Otu2052,3,0,24,20,16,20,16,15,22,4,6,20,8,8,1,0,1,0,2,3,0,1,6,7,0,3,3,3,1,0,13,0,0,0,6,0,0,0,12,4,12,0,31,9,4,2,3,10,2,2,6,0,8,8,7,2,11,3,0,5,8,21,3,19,16,10,5,0,2,3,7,31,14,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__
